"GEOID","NAME","UATYPE","ALAND","AWATER","ALAND_SQMI","AWATER_SQMI","INTPTLAT","INTPTLONG","clusters"
44236,"Kekaha, HI Urban Cluster","C",4712862,4785,1.82,0.002,21.962314,-159.674738,78
44263,"Kellogg, ID Urban Cluster","C",5084231,76407,1.963,0.03,47.537802,-116.132224,80
44290,"Kelseyville, CA Urban Cluster","C",5820718,13105,2.247,0.005,38.970184,-122.831384,15
44317,"Kemmerer, WY Urban Cluster","C",3831164,8101,1.479,0.003,41.778588,-110.541737,81
44344,"Kenai, AK Urban Cluster","C",13650877,0,5.271,0,60.566997,-151.257719,82
44371,"Kendallville, IN Urban Cluster","C",13803222,433264,5.329,0.167,41.446816,-85.263723,1
44398,"Kenedy, TX Urban Cluster","C",10297162,47288,3.976,0.018,28.799247,-97.84923,1
44425,"Kennebunk, ME Urban Cluster","C",30524386,462378,11.786,0.179,43.365823,-70.498519,1
44452,"Kennett, MO Urban Cluster","C",15278236,699,5.899,0,36.240226,-90.04722,1
44479,"Kennewick--Pasco, WA Urbanized Area","U",265380529,18569810,102.464,7.17,46.236218,-119.195133,26
44506,"Kenosha, WI--IL Urbanized Area","U",132584420,364385,51.191,0.141,42.568961,-87.866319,1
44533,"Kenton, OH Urban Cluster","C",10364110,0,4.002,0,40.647309,-83.605084,1
44560,"Keokuk, IA--IL Urban Cluster","C",22090858,19770,8.529,0.008,40.40752,-91.386209,1
44587,"Kerman, CA Urban Cluster","C",6522503,0,2.518,0,36.727308,-120.062074,15
44614,"Kermit, TX Urban Cluster","C",8359749,0,3.228,0,31.854022,-103.090097,3
44641,"Kerrville, TX Urban Cluster","C",45293084,464386,17.488,0.179,30.052084,-99.159519,1
44668,"Ketchikan, AK Urban Cluster","C",15202484,66749,5.87,0.026,55.353837,-131.644025,83
44695,"Ketchum, ID Urban Cluster","C",9014796,73568,3.481,0.028,43.683487,-114.372526,38
44722,"Kewanee, IL Urban Cluster","C",14260702,0,5.506,0,41.24115,-89.924008,1
44738,"Kewaunee, WI Urban Cluster","C",3386877,414053,1.308,0.16,44.456724,-87.508093,1
44789,"Key Largo, FL Urban Cluster","C",35648877,8579241,13.764,3.312,25.01103,-80.529313,1
44803,"Keyser, WV--MD Urban Cluster","C",9843721,198977,3.801,0.077,39.430272,-78.99264,1
44830,"Keystone Heights, FL Urban Cluster","C",19907202,2390651,7.686,0.923,29.79594,-82.028943,1
44857,"Key West, FL Urban Cluster","C",21126119,2981049,8.157,1.151,24.569654,-81.751371,1
44884,"Kiel--New Holstein, WI Urban Cluster","C",10032264,78793,3.873,0.03,43.931146,-88.059246,1
44911,"Kihei, HI Urban Cluster","C",17348499,0,6.698,0,20.73262,-156.446329,77
44925,"Kilauea, HI Urban Cluster","C",6290972,4583,2.429,0.002,22.210461,-159.406019,78
44938,"Kilgore, TX Urban Cluster","C",45508405,52971,17.571,0.02,32.400857,-94.875379,1
44965,"Kill Devil Hills, NC Urban Cluster","C",63353934,21996866,24.461,8.493,36.107371,-75.732803,84
44992,"Killeen, TX Urbanized Area","U",219750816,648831,84.846,0.251,31.094566,-97.751581,1
45032,"Kimberling City, MO Urban Cluster","C",11668972,2518878,4.505,0.973,36.648016,-93.424196,1
45073,"King City, CA Urban Cluster","C",13377287,37487,5.165,0.014,36.172072,-121.143013,15
45100,"Kingfisher, OK Urban Cluster","C",5640701,5154,2.178,0.002,35.848631,-97.936782,1
45112,"King George, VA Urban Cluster","C",8407477,119543,3.246,0.046,38.268822,-77.212041,1
45127,"Kingman, AZ Urban Cluster","C",61520668,0,23.753,0,35.2217,-114.017852,32
45154,"Kingman, KS Urban Cluster","C",4803241,0,1.855,0,37.647696,-98.113865,1
45181,"Kingsland, TX Urban Cluster","C",23448575,918095,9.054,0.354,30.661986,-98.451026,1
45235,"Kingsport, TN--VA Urbanized Area","U",294235882,3187736,113.605,1.231,36.520527,-82.547548,1
45262,"Kingston, NY Urbanized Area","U",110950361,2270642,42.838,0.877,41.926068,-74.046369,1
45289,"Kingstree, SC Urban Cluster","C",13831494,0,5.34,0,33.676472,-79.818995,1
45316,"Kingsville, TX Urban Cluster","C",25075805,46494,9.682,0.018,27.508189,-97.862435,1
45343,"Kingwood, WV Urban Cluster","C",5988852,0,2.312,0,39.471697,-79.681148,1
45370,"Kinross, MI Urban Cluster","C",8616945,0,3.327,0,46.255747,-84.465224,1
45397,"Kinston, NC Urban Cluster","C",82784369,134044,31.963,0.052,35.282993,-77.61373,1
45424,"Kirksville, MO Urban Cluster","C",16945960,43749,6.543,0.017,40.196198,-92.581509,1
45436,"Kirtland, NM Urban Cluster","C",25776749,103867,9.952,0.04,36.740734,-108.358498,6
45451,"Kissimmee, FL Urbanized Area","U",409678344,9655974,158.178,3.728,28.294839,-81.380956,1
45478,"Kittanning--Ford City, PA Urban Cluster","C",20076004,1981403,7.751,0.765,40.813972,-79.528635,1
45505,"Klamath Falls--Altamont, OR Urban Cluster","C",56720546,90579,21.9,0.035,42.20729,-121.756458,85
45532,"Knightstown, IN Urban Cluster","C",4004807,43202,1.546,0.017,39.800521,-85.528955,1
45586,"Knox, IN Urban Cluster","C",4540851,0,1.753,0,41.292761,-86.616353,1
45613,"Knoxville, IA Urban Cluster","C",8449852,0,3.263,0,41.320124,-93.104526,1
45640,"Knoxville, TN Urbanized Area","U",1134642454,10951638,438.088,4.228,35.91678,-84.024448,1
45667,"Kodiak, AK Urban Cluster","C",8909040,317303,3.44,0.123,57.804171,-152.373631,86
45694,"Kokomo, IN Urbanized Area","U",93875319,312188,36.245,0.121,40.464312,-86.142625,1
45721,"Kosciusko, MS Urban Cluster","C",13847878,5758,5.347,0.002,33.058633,-89.584563,1
45748,"Kotzebue, AK Urban Cluster","C",2430594,0,0.938,0,66.894454,-162.587054,87
45761,"Krum, TX Urban Cluster","C",4451416,20119,1.719,0.008,33.259263,-97.214978,1
45775,"Kuna, ID Urban Cluster","C",13832800,14535,5.341,0.006,43.504751,-116.421227,33
45802,"Kutztown, PA Urban Cluster","C",8024433,23313,3.098,0.009,40.514085,-75.781415,1
45829,"LaBelle--Port LaBelle, FL Urban Cluster","C",27485586,337048,10.612,0.13,26.748938,-81.440228,1
45844,"La Center, WA Urban Cluster","C",2737910,0,1.057,0,45.866362,-122.669707,2
45856,"Laconia, NH Urban Cluster","C",33760491,2786980,13.035,1.076,43.53674,-71.460243,1
45883,"La Conner, WA Urban Cluster","C",4210466,228779,1.626,0.088,48.388713,-122.510582,2
45910,"La Crosse, WI--MN Urbanized Area","U",132044810,3515949,50.983,1.358,43.859127,-91.226388,1
45937,"Lady Lake--The Villages, FL Urbanized Area","U",184300093,3123783,71.159,1.206,28.962134,-81.993526,1
45964,"Ladysmith, WI Urban Cluster","C",6829525,710543,2.637,0.274,45.468966,-91.103261,1
45991,"LaFayette, GA Urban Cluster","C",15637528,0,6.038,0,34.717997,-85.278654,1
46018,"Lafayette, IN Urbanized Area","U",166006226,957602,64.095,0.37,40.427209,-86.885007,1
46045,"Lafayette, LA Urbanized Area","U",462909414,1218539,178.73,0.47,30.165251,-92.013468,1
46099,"Lafayette, TN Urban Cluster","C",10288396,0,3.972,0,36.531467,-86.030445,1
46126,"Lafayette--Louisville--Erie, CO Urbanized Area","U",102416841,1589759,39.543,0.614,39.99069,-105.103876,6
46153,"La Follette, TN Urban Cluster","C",58820834,347782,22.711,0.134,36.318821,-84.160354,1
46180,"Lago Vista, TX Urban Cluster","C",14118098,0,5.451,0,30.446816,-97.997819,1
46207,"La Grande, OR Urban Cluster","C",15690201,53160,6.058,0.021,45.328861,-118.079823,19
46234,"LaGrange, GA Urban Cluster","C",76372630,711815,29.488,0.275,33.033731,-85.037473,1
46261,"Lagrange, IN Urban Cluster","C",5520458,0,2.131,0,41.647888,-85.417482,1
46315,"La Grange, NC Urban Cluster","C",4638294,19594,1.791,0.008,35.305041,-77.790753,1
46328,"LaGrange, OH Urban Cluster","C",6642572,102037,2.565,0.039,41.224816,-82.12942,1
46342,"La Grange, TX Urban Cluster","C",9298825,203023,3.59,0.078,29.905953,-96.874741,1
46396,"Lahaina, HI Urban Cluster","C",16965030,2666,6.55,0.001,20.880599,-156.682539,77
46423,"Laie--Hauula, HI Urban Cluster","C",9726229,103654,3.755,0.04,21.644801,-157.930847,69
46450,"La Junta, CO Urban Cluster","C",9872544,90162,3.812,0.035,37.984384,-103.550201,88
46465,"Lake Arrowhead--Crestline, CA Urban Cluster","C",43787748,3533335,16.907,1.364,34.250088,-117.235479,15
46477,"Lake Arthur, LA Urban Cluster","C",4286896,41546,1.655,0.016,30.083429,-92.675865,1
46489,"Lake Bryant, FL Urban Cluster","C",7075854,554655,2.732,0.214,29.166233,-81.863338,1
46504,"Lake Butler, FL Urban Cluster","C",12741111,30923,4.919,0.012,30.003316,-82.355276,1
46531,"Lake Charles, LA Urbanized Area","U",327793085,11244867,126.562,4.342,30.244735,-93.25584,1
46558,"Lake City, FL Urban Cluster","C",64871235,1025599,25.047,0.396,30.179395,-82.625266,1
46585,"Lake City, MN Urban Cluster","C",9439766,40310,3.645,0.016,44.443918,-92.276143,1
46612,"Lake City, SC Urban Cluster","C",18198463,19727,7.026,0.008,33.871787,-79.755853,1
46639,"Lake Conroe Eastshore, TX Urban Cluster","C",18747171,63639,7.238,0.025,30.427713,-95.579534,1
46652,"Lake Conroe Northshore, TX Urban Cluster","C",4067051,0,1.57,0,30.465453,-95.558064,1
46666,"Lake Conroe Westshore, TX Urban Cluster","C",35865293,5177484,13.848,1.999,30.373193,-95.614807,1
46675,"Lake Crystal, MN Urban Cluster","C",3358053,1877,1.297,0.001,44.108547,-94.218011,1
46684,"Lake Delton, WI Urban Cluster","C",17102131,1398518,6.603,0.54,43.607197,-89.779995,1
46693,"Lake Geneva, WI Urban Cluster","C",35698238,3226817,13.783,1.246,42.590575,-88.475529,1
46747,"Lake Havasu City, AZ Urbanized Area","U",76515979,58541,29.543,0.023,34.495931,-114.315847,32
46760,"Lake Holiday, IL Urban Cluster","C",11508685,1293011,4.444,0.499,41.619817,-88.671473,1
46774,"Lake Isabella, CA Urban Cluster","C",6866728,37911,2.651,0.015,35.613189,-118.478368,15
46801,"Lake Jackson--Angleton, TX Urbanized Area","U",107977888,3298041,41.69,1.273,29.045863,-95.408523,1
46814,"Lake Lakengren, OH Urban Cluster","C",5017965,834819,1.937,0.322,39.688585,-84.692787,1
46828,"Lakeland, FL Urbanized Area","U",378214629,17818898,146.029,6.88,28.020979,-81.955881,1
46836,"Lakeland, GA Urban Cluster","C",2745925,0,1.06,0,31.037804,-83.071475,1
46845,"Lake Land'Or, VA Urban Cluster","C",12321118,1758270,4.757,0.679,38.006315,-77.542813,1
46855,"Lake Los Angeles, CA Urban Cluster","C",16787416,125676,6.482,0.049,34.609839,-117.830337,15
46868,"Lake Meade, PA Urban Cluster","C",3425501,1090434,1.323,0.421,39.983856,-77.040722,1
46882,"Lake Mills, WI Urban Cluster","C",10448377,44685,4.034,0.017,43.079675,-88.904952,1
46895,"Lake Montezuma, AZ Urban Cluster","C",7332992,29261,2.831,0.011,34.63818,-111.782155,17
46909,"Lake Monticello, VA Urban Cluster","C",14637063,1385326,5.651,0.535,37.917531,-78.32122,1
46918,"Lake Murray North Shore, SC Urban Cluster","C",14476225,43082,5.589,0.017,34.099046,-81.383838,1
46927,"Lake Norman of Catawba, NC Urban Cluster","C",25030583,2075965,9.664,0.802,35.556139,-81.023108,1
46963,"Lake of the Pines, CA Urban Cluster","C",19889306,1257969,7.679,0.486,39.009801,-121.034707,15
46972,"Lake of the Woods, VA Urban Cluster","C",19163533,2087513,7.399,0.806,38.342756,-77.761272,1
46980,"Lake of the Woods--Pinetop-Lakeside, AZ Urban Cluster","C",26399264,543032,10.193,0.21,34.134848,-109.955177,17
46990,"Lake Panasoffkee, FL Urban Cluster","C",6281743,28892,2.425,0.011,28.792486,-82.128177,1
47000,"Lake Park, GA Urban Cluster","C",10150269,2628338,3.919,1.015,30.687749,-83.203177,1
47010,"Lake Placid, FL Urban Cluster","C",48789291,6680928,18.838,2.58,27.287179,-81.363124,1
47017,"Lake Placid, NY Urban Cluster","C",4826204,429544,1.863,0.166,44.279914,-73.984212,1
47044,"Lake Pocotopaug--East Hampton, CT Urban Cluster","C",26413250,2197159,10.198,0.848,41.586781,-72.518931,1
47071,"Lakeport, CA Urban Cluster","C",26955640,406277,10.408,0.157,39.132821,-122.863108,15
47098,"Lake Providence, LA Urban Cluster","C",7126924,222156,2.752,0.086,32.808898,-91.183482,1
47109,"Lake Rancho Viejo, CA Urban Cluster","C",1881216,3616,0.726,0.001,33.323491,-117.151854,15
47132,"Lakes--Knik-Fairview--Wasilla, AK Urban Cluster","C",135576833,5278579,52.347,2.038,61.586613,-149.355002,14
47142,"Lake View, AL Urban Cluster","C",8379282,656562,3.235,0.254,33.281696,-87.1413,1
47152,"Lakeview, OR Urban Cluster","C",3329260,27427,1.285,0.011,42.187803,-120.352516,10
47179,"Lake Village, AR Urban Cluster","C",5067326,0,1.957,0,33.33066,-91.284349,1
47233,"Lake Wildwood, CA Urban Cluster","C",16131266,1172452,6.228,0.453,39.223911,-121.196761,15
47287,"Lamar, CO Urban Cluster","C",12583887,65094,4.859,0.025,38.084581,-102.618225,40
47314,"Lamar, MO Urban Cluster","C",7192318,4188,2.777,0.002,37.497244,-94.274184,1
47395,"Lamesa, TX Urban Cluster","C",13801637,25520,5.329,0.01,32.733076,-101.949776,3
47422,"Lampasas, TX Urban Cluster","C",8170693,0,3.155,0,31.065,-98.185146,1
47449,"Lanai City, HI Urban Cluster","C",2778620,0,1.073,0,20.827103,-156.920025,77
47476,"Lancaster, KY Urban Cluster","C",5871800,5750,2.267,0.002,37.614262,-84.578703,1
47503,"Lancaster, OH Urban Cluster","C",55730616,204565,21.518,0.079,39.725886,-82.600239,1
47530,"Lancaster, PA Urbanized Area","U",641201612,7639330,247.569,2.95,40.099901,-76.31515,1
47557,"Lancaster, SC Urban Cluster","C",61664797,77921,23.809,0.03,34.702315,-80.773224,1
47584,"Lancaster, WI Urban Cluster","C",5695732,0,2.199,0,42.848647,-90.709749,1
47611,"Lancaster--Palmdale, CA Urbanized Area","U",299198919,390667,115.521,0.151,34.619573,-118.092355,15
47638,"Lander, WY Urban Cluster","C",6724073,0,2.596,0,42.833238,-108.734922,89
47665,"Landrum, SC--NC Urban Cluster","C",11663989,15623,4.503,0.006,35.172162,-82.183494,1
47719,"Lansing, MI Urbanized Area","U",409659598,8815155,158.17,3.404,42.721126,-84.535279,1
47746,"Lapeer, MI Urban Cluster","C",26320038,1236604,10.162,0.477,43.054375,-83.319352,1
47758,"La Pine Northwest, OR Urban Cluster","C",9688929,0,3.741,0,43.734206,-121.528276,25
47827,"Laramie, WY Urban Cluster","C",47498826,56631,18.339,0.022,41.316465,-105.604642,6
47854,"Laredo, TX Urbanized Area","U",170123348,185164,65.685,0.071,27.535328,-99.477843,1
47881,"Larned, KS Urban Cluster","C",7064375,59280,2.728,0.023,38.181405,-99.113136,1
47908,"Las Animas, CO Urban Cluster","C",3643175,0,1.407,0,38.065675,-103.220456,88
47935,"Las Cruces, NM Urbanized Area","U",167740884,51532,64.765,0.02,32.332902,-106.761806,8
47989,"Las Vegas, NM Urban Cluster","C",25058713,0,9.675,0,35.608286,-105.223373,6
47995,"Las Vegas--Henderson, NV Urbanized Area","U",1080069238,245983,417.017,0.095,36.134893,-115.167218,32
48016,"Laughlin, NV Urban Cluster","C",3674195,0,1.419,0,35.13567,-114.6237,32
48043,"Laurel, MS Urban Cluster","C",50402224,89204,19.46,0.034,31.69063,-89.158354,1
48070,"Laurel, MT Urban Cluster","C",16947364,0,6.543,0,45.678365,-108.761761,29
48124,"Laurel Lake, NJ Urban Cluster","C",4903223,558105,1.893,0.215,39.330229,-75.029414,1
48151,"Laurens, SC Urban Cluster","C",19718119,0,7.613,0,34.499963,-82.015963,1
48178,"Laurinburg, NC Urban Cluster","C",48546923,401424,18.744,0.155,34.76428,-79.472888,1
48205,"Laurium, MI Urban Cluster","C",9754676,8531,3.766,0.003,47.211307,-88.432902,1
48232,"Lawrence, KS Urbanized Area","U",78848365,822760,30.444,0.318,38.955611,-95.259337,1
48259,"Lawrenceburg, KY Urban Cluster","C",18333645,106583,7.079,0.041,38.043204,-84.906224,1
48286,"Lawrenceburg, TN Urban Cluster","C",23678691,0,9.142,0,35.246062,-87.331027,1
48313,"Lawrenceburg--Greendale--Aurora, IN Urban Cluster","C",22240200,233061,8.587,0.09,39.116231,-84.863538,1
48340,"Lawrenceville, IL Urban Cluster","C",14097026,102518,5.443,0.04,38.731654,-87.678856,1
48367,"Lawrenceville, VA Urban Cluster","C",6733550,0,2.6,0,36.766423,-77.832506,1
48394,"Lawton, OK Urbanized Area","U",114147309,0,44.073,0,34.618346,-98.416483,1
48421,"Lead, SD Urban Cluster","C",5593866,0,2.16,0,44.358228,-103.753526,9
48448,"Leadville, CO Urban Cluster","C",8633891,0,3.334,0,39.250127,-106.293312,6
48475,"Leavenworth, KS Urban Cluster","C",53180396,89658,20.533,0.035,39.290243,-94.920175,1
48485,"Leavenworth, WA Urban Cluster","C",9434681,250306,3.643,0.097,47.58695,-120.664741,26
48502,"Lebanon, IN Urban Cluster","C",16881417,0,6.518,0,40.051769,-86.472319,1
48529,"Lebanon, KY Urban Cluster","C",8132404,29875,3.14,0.012,37.568361,-85.25485,1
48556,"Lebanon, MO Urban Cluster","C",31744223,166983,12.257,0.064,37.669549,-92.660851,1
48637,"Lebanon, OR Urban Cluster","C",26260276,374893,10.139,0.145,44.51266,-122.884155,2
48664,"Lebanon, PA Urbanized Area","U",116739742,543344,45.073,0.21,40.351244,-76.405113,1
48691,"Lebanon, TN Urban Cluster","C",75193317,0,29.032,0,36.215553,-86.318533,1
48718,"Lebanon, VA Urban Cluster","C",7816296,1220,3.018,0,36.903968,-82.070381,1
48728,"Lebanon--Hanover, NH--VT Urban Cluster","C",54272140,981499,20.955,0.379,43.64206,-72.314333,1
48745,"Lee, MA Urban Cluster","C",29465964,909853,11.377,0.351,42.319019,-73.266026,1
48785,"Leesburg, GA Urban Cluster","C",9507396,143776,3.671,0.056,31.737686,-84.172487,1
48799,"Leesburg--Eustis--Tavares, FL Urbanized Area","U",244684386,25797077,94.473,9.96,28.81459,-81.773859,1
48826,"Lee's Summit, MO Urbanized Area","U",107119688,4185442,41.359,1.616,38.898133,-94.375685,1
48853,"Leesville, LA Urban Cluster","C",16151492,56067,6.236,0.022,31.13991,-93.268741,1
48934,"Leitchfield, KY Urban Cluster","C",13764383,32508,5.314,0.013,37.490082,-86.259803,1
48961,"Leland, MS Urban Cluster","C",4889388,106035,1.888,0.041,33.406439,-90.893673,1
48988,"Le Mars, IA Urban Cluster","C",10216272,0,3.945,0,42.784584,-96.167207,1
49042,"Lemoore Station, CA Urban Cluster","C",5475942,0,2.114,0,36.262424,-119.88913,15
49069,"Lena, IL Urban Cluster","C",3373627,0,1.303,0,42.380435,-89.826697,1
49096,"Leominster--Fitchburg, MA Urbanized Area","U",168343746,6009041,64.998,2.32,42.569209,-71.850936,1
49109,"Leonardtown, MD Urban Cluster","C",15413156,1114978,5.951,0.43,38.288484,-76.64737,1
49123,"Le Roy, IL Urban Cluster","C",4046708,25498,1.562,0.01,40.343172,-88.76255,1
49150,"Le Roy, NY Urban Cluster","C",4936274,5196,1.906,0.002,42.976148,-77.990293,1
49177,"Le Sueur, MN Urban Cluster","C",4793596,0,1.851,0,44.461794,-93.903324,1
49204,"Levelland, TX Urban Cluster","C",16594468,5302,6.407,0.002,33.584715,-102.368383,3
49231,"Lewes, DE Urban Cluster","C",55623863,994025,21.476,0.384,38.731601,-75.143678,1
49258,"Lewisburg, TN Urban Cluster","C",19044827,0,7.353,0,35.450049,-86.795884,1
49285,"Lewisburg, WV Urban Cluster","C",17362482,302112,6.704,0.117,37.78858,-80.452317,1
49312,"Lewiston, ID--WA Urbanized Area","U",73093993,1763216,28.222,0.681,46.389236,-117.027274,34
49339,"Lewiston, ME Urbanized Area","U",91680697,2066668,35.398,0.798,44.081998,-70.183409,1
49366,"Lewistown, MT Urban Cluster","C",5705295,0,2.203,0,47.064943,-109.431629,90
49393,"Lewistown, PA Urban Cluster","C",37807946,690571,14.598,0.267,40.615495,-77.564271,1
49447,"Lexington, MO Urban Cluster","C",6429983,26586,2.483,0.01,39.181157,-93.872665,1
49474,"Lexington, NE Urban Cluster","C",9860802,29823,3.807,0.012,40.779099,-99.74358,1
49528,"Lexington, TN Urban Cluster","C",15625487,6182,6.033,0.002,35.6653,-88.388489,1
49555,"Lexington, VA Urban Cluster","C",15189561,139367,5.865,0.054,37.789759,-79.424391,1
49582,"Lexington-Fayette, KY Urbanized Area","U",226787456,2101513,87.563,0.811,38.023468,-84.495346,1
49594,"Lexington Park--California--Chesapeake Ranch Estates, MD Urbanized Area","U",129387464,11074838,49.957,4.276,38.308654,-76.466475,1
49609,"Libby, MT Urban Cluster","C",7441567,88005,2.873,0.034,48.393944,-115.562187,91
49636,"Liberal, KS Urban Cluster","C",23950172,0,9.247,0,37.044679,-100.935296,3
49663,"Liberty, NY Urban Cluster","C",5916322,0,2.284,0,41.796663,-74.742618,1
49690,"Liberty, TX Urban Cluster","C",9048697,0,3.494,0,30.063237,-94.788143,1
49717,"Ligonier, IN Urban Cluster","C",5559106,140743,2.146,0.054,41.460486,-85.594438,1
49744,"Ligonier, PA Urban Cluster","C",7273764,0,2.808,0,40.245852,-79.213608,1
49771,"Lihue, HI Urban Cluster","C",19212055,69221,7.418,0.027,21.975754,-159.361677,78
49798,"Lillington, NC Urban Cluster","C",6398900,0,2.471,0,35.397031,-78.82702,1
49852,"Lima, OH Urbanized Area","U",135587482,4239465,52.351,1.637,40.739655,-84.119864,1
49906,"Lincoln, IL Urban Cluster","C",24356802,0,9.404,0,40.135406,-89.378652,1
49933,"Lincoln, NE Urbanized Area","U",229139346,2948712,88.471,1.139,40.807124,-96.680368,1
49934,"Lincoln, ND Urban Cluster","C",3059090,0,1.181,0,46.760491,-100.698539,3
49960,"Lincoln City, OR Urban Cluster","C",18465633,2619502,7.13,1.011,44.954511,-124.010086,2
49987,"Lincolnton, NC Urban Cluster","C",76441550,338715,29.514,0.131,35.474126,-81.230399,1
50014,"Lindale--Hideaway, TX Urban Cluster","C",29206157,1166062,11.277,0.45,32.502655,-95.411132,1
50041,"Lindsay, CA Urban Cluster","C",19838175,0,7.66,0,36.208703,-119.093361,15
50068,"Lindsay, OK Urban Cluster","C",4768572,10774,1.841,0.004,34.838297,-97.607995,1
50095,"Lindsborg, KS Urban Cluster","C",3904273,31174,1.507,0.012,38.575601,-97.674006,1
50122,"Lindstrom--Chisago City, MN Urban Cluster","C",12854705,5825569,4.963,2.249,45.372624,-92.868045,1
50149,"Linton, IN Urban Cluster","C",12619118,17166,4.872,0.007,39.037197,-87.165565,1
50176,"Lisbon, OH Urban Cluster","C",7595218,0,2.933,0,40.768172,-80.702493,1
50213,"Litchfield, CT Urban Cluster","C",8312888,62477,3.21,0.024,41.740678,-73.215193,1
50230,"Litchfield, IL Urban Cluster","C",17672699,23169,6.823,0.009,39.178856,-89.647586,1
50257,"Litchfield, MN Urban Cluster","C",8792277,53061,3.395,0.02,45.128039,-94.522422,1
50311,"Little Falls, MN Urban Cluster","C",16302872,664513,6.295,0.257,45.978977,-94.361,1
50338,"Little Falls, NY Urban Cluster","C",10063555,372087,3.886,0.144,43.044835,-74.856688,1
50365,"Littlefield, TX Urban Cluster","C",6487745,0,2.505,0,33.919353,-102.333468,3
50392,"Little Rock, AR Urbanized Area","U",667945661,10736594,257.895,4.145,34.756564,-92.321221,1
50419,"Littlestown, PA Urban Cluster","C",9217966,9796,3.559,0.004,39.74574,-77.084814,1
50446,"Littleton, NH Urban Cluster","C",6588264,225853,2.544,0.087,44.306312,-71.765159,1
50473,"Live Oak (Sutter County), CA Urban Cluster","C",4924253,0,1.901,0,39.274299,-121.66386,15
50500,"Live Oak, FL Urban Cluster","C",14506750,3873,5.601,0.001,30.290693,-82.985439,1
50527,"Livermore, CA Urbanized Area","U",63376253,9862,24.47,0.004,37.68507,-121.755683,15
50554,"Livermore Falls, ME Urban Cluster","C",5509279,4453,2.127,0.002,44.485303,-70.191785,1
50608,"Livingston, MT Urban Cluster","C",10503958,54710,4.056,0.021,45.659095,-110.565229,92
50635,"Livingston, TN Urban Cluster","C",8654973,55644,3.342,0.021,36.3892,-85.323649,1
50662,"Livingston, TX Urban Cluster","C",14131903,28894,5.456,0.011,30.710597,-94.933456,1
50679,"Livonia, LA Urban Cluster","C",10000173,0,3.861,0,30.534937,-91.53842,1
50716,"Llano, TX Urban Cluster","C",5423458,102460,2.094,0.04,30.749773,-98.678836,1
50730,"Lochbuie, CO Urban Cluster","C",3185844,0,1.23,0,40.008302,-104.722944,6
50743,"Lockhart, TX Urban Cluster","C",20727604,0,8.003,0,29.872185,-97.677028,1
50770,"Lock Haven, PA Urban Cluster","C",27288358,563240,10.536,0.217,41.129716,-77.443169,1
50797,"Lockport, NY Urban Cluster","C",49929553,116270,19.278,0.045,43.162301,-78.678358,1
50813,"Locust, NC Urban Cluster","C",9916193,0,3.829,0,35.260591,-80.428998,1
50851,"Lodi, CA Urbanized Area","U",41255234,452481,15.929,0.175,38.138811,-121.275459,15
50878,"Lodi, OH Urban Cluster","C",3819672,20280,1.475,0.008,41.033562,-82.011465,1
50905,"Lodi, WI Urban Cluster","C",3696235,778,1.427,0,43.31537,-89.535502,1
50932,"Logan, OH Urban Cluster","C",9589996,122115,3.703,0.047,39.53658,-82.403316,1
50959,"Logan, UT Urbanized Area","U",113618292,100873,43.868,0.039,41.725005,-111.836455,47
50986,"Logan, WV Urban Cluster","C",20845400,963872,8.048,0.372,37.844328,-81.989323,1
51013,"Logansport, IN Urban Cluster","C",32187497,632576,12.428,0.244,40.755635,-86.351193,1
51026,"Lolo, MT Urban Cluster","C",4283876,154132,1.654,0.06,46.75754,-114.079672,50
51040,"Lompoc, CA Urbanized Area","U",27701646,73526,10.696,0.028,34.662566,-120.462052,15
51121,"London, OH Urban Cluster","C",14886896,0,5.748,0,39.898433,-83.452672,1
51131,"London--Corbin, KY Urban Cluster","C",130762473,890066,50.488,0.344,37.054519,-84.08267,1
51142,"Long Beach, MD Urban Cluster","C",15508481,44459,5.988,0.017,38.464565,-76.491882,1
51175,"Longmont, CO Urbanized Area","U",68018967,1856977,26.262,0.717,40.169842,-105.099006,6
51202,"Long Neck, DE Urban Cluster","C",43890609,3632606,16.946,1.403,38.633812,-75.165416,1
51229,"Long Prairie, MN Urban Cluster","C",4058265,0,1.567,0,45.971905,-94.861439,1
51256,"Longview, TX Urbanized Area","U",215079180,919319,83.043,0.355,32.517275,-94.779451,1
51283,"Longview, WA--OR Urbanized Area","U",85191167,4166027,32.892,1.609,46.144537,-122.946359,2
51310,"Lonoke, AR Urban Cluster","C",4536782,0,1.752,0,34.780864,-91.902572,1
51322,"Lonsdale, MN Urban Cluster","C",4964439,31659,1.917,0.012,44.48007,-93.426335,1
51337,"Loogootee, IN Urban Cluster","C",4704962,10534,1.817,0.004,38.676779,-86.91344,1
51364,"Lorain--Elyria, OH Urbanized Area","U",259495873,3059436,100.192,1.181,41.405056,-82.155415,1
51418,"Los Alamos, NM Urban Cluster","C",20958208,8574,8.092,0.003,35.892176,-106.289749,6
51445,"Los Angeles--Long Beach--Anaheim, CA Urbanized Area","U",4496543377,60835833,1736.125,23.489,33.982668,-118.104332,15
51472,"Los Banos, CA Urban Cluster","C",20999087,0,8.108,0,37.063108,-120.842602,15
51499,"Los Lunas, NM Urbanized Area","U",179207066,1470539,69.192,0.568,34.766901,-106.710854,6
