GEOID	NAME	UATYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                      
47449	"Lanai City, HI Urban Cluster"	C	2778620	0	1.073	0	20.827103	-156.920025
47476	"Lancaster, KY Urban Cluster"	C	5871800	5750	2.267	0.002	37.614262	-84.578703
47503	"Lancaster, OH Urban Cluster"	C	55730616	204565	21.518	0.079	39.725886	-82.600239
47530	"Lancaster, PA Urbanized Area"	U	641201612	7639330	247.569	2.95	40.099901	-76.31515
47557	"Lancaster, SC Urban Cluster"	C	61664797	77921	23.809	0.03	34.702315	-80.773224
47584	"Lancaster, WI Urban Cluster"	C	5695732	0	2.199	0	42.848647	-90.709749
47611	"Lancaster--Palmdale, CA Urbanized Area"	U	299198919	390667	115.521	0.151	34.619573	-118.092355
47638	"Lander, WY Urban Cluster"	C	6724073	0	2.596	0	42.833238	-108.734922
47665	"Landrum, SC--NC Urban Cluster"	C	11663989	15623	4.503	0.006	35.172162	-82.183494
47719	"Lansing, MI Urbanized Area"	U	409659598	8815155	158.17	3.404	42.721126	-84.535279
47746	"Lapeer, MI Urban Cluster"	C	26320038	1236604	10.162	0.477	43.054375	-83.319352
47758	"La Pine Northwest, OR Urban Cluster"	C	9688929	0	3.741	0	43.734206	-121.528276
47827	"Laramie, WY Urban Cluster"	C	47498826	56631	18.339	0.022	41.316465	-105.604642
47854	"Laredo, TX Urbanized Area"	U	170123348	185164	65.685	0.071	27.535328	-99.477843
47881	"Larned, KS Urban Cluster"	C	7064375	59280	2.728	0.023	38.181405	-99.113136
47908	"Las Animas, CO Urban Cluster"	C	3643175	0	1.407	0	38.065675	-103.220456
47935	"Las Cruces, NM Urbanized Area"	U	167740884	51532	64.765	0.02	32.332902	-106.761806
47989	"Las Vegas, NM Urban Cluster"	C	25058713	0	9.675	0	35.608286	-105.223373
47995	"Las Vegas--Henderson, NV Urbanized Area"	U	1080069238	245983	417.017	0.095	36.134893	-115.167218
48016	"Laughlin, NV Urban Cluster"	C	3674195	0	1.419	0	35.13567	-114.6237
48043	"Laurel, MS Urban Cluster"	C	50402224	89204	19.46	0.034	31.69063	-89.158354
48070	"Laurel, MT Urban Cluster"	C	16947364	0	6.543	0	45.678365	-108.761761
48124	"Laurel Lake, NJ Urban Cluster"	C	4903223	558105	1.893	0.215	39.330229	-75.029414
48151	"Laurens, SC Urban Cluster"	C	19718119	0	7.613	0	34.499963	-82.015963
48178	"Laurinburg, NC Urban Cluster"	C	48546923	401424	18.744	0.155	34.76428	-79.472888
48205	"Laurium, MI Urban Cluster"	C	9754676	8531	3.766	0.003	47.211307	-88.432902
48232	"Lawrence, KS Urbanized Area"	U	78848365	822760	30.444	0.318	38.955611	-95.259337
48259	"Lawrenceburg, KY Urban Cluster"	C	18333645	106583	7.079	0.041	38.043204	-84.906224
48286	"Lawrenceburg, TN Urban Cluster"	C	23678691	0	9.142	0	35.246062	-87.331027
48313	"Lawrenceburg--Greendale--Aurora, IN Urban Cluster"	C	22240200	233061	8.587	0.09	39.116231	-84.863538
48340	"Lawrenceville, IL Urban Cluster"	C	14097026	102518	5.443	0.04	38.731654	-87.678856
48367	"Lawrenceville, VA Urban Cluster"	C	6733550	0	2.6	0	36.766423	-77.832506
48394	"Lawton, OK Urbanized Area"	U	114147309	0	44.073	0	34.618346	-98.416483
48421	"Lead, SD Urban Cluster"	C	5593866	0	2.16	0	44.358228	-103.753526
48448	"Leadville, CO Urban Cluster"	C	8633891	0	3.334	0	39.250127	-106.293312
48475	"Leavenworth, KS Urban Cluster"	C	53180396	89658	20.533	0.035	39.290243	-94.920175
48485	"Leavenworth, WA Urban Cluster"	C	9434681	250306	3.643	0.097	47.58695	-120.664741
48502	"Lebanon, IN Urban Cluster"	C	16881417	0	6.518	0	40.051769	-86.472319
48529	"Lebanon, KY Urban Cluster"	C	8132404	29875	3.14	0.012	37.568361	-85.25485
48556	"Lebanon, MO Urban Cluster"	C	31744223	166983	12.257	0.064	37.669549	-92.660851
48637	"Lebanon, OR Urban Cluster"	C	26260276	374893	10.139	0.145	44.51266	-122.884155
48664	"Lebanon, PA Urbanized Area"	U	116739742	543344	45.073	0.21	40.351244	-76.405113
48691	"Lebanon, TN Urban Cluster"	C	75193317	0	29.032	0	36.215553	-86.318533
48718	"Lebanon, VA Urban Cluster"	C	7816296	1220	3.018	0	36.903968	-82.070381
48728	"Lebanon--Hanover, NH--VT Urban Cluster"	C	54272140	981499	20.955	0.379	43.64206	-72.314333
48745	"Lee, MA Urban Cluster"	C	29465964	909853	11.377	0.351	42.319019	-73.266026
48785	"Leesburg, GA Urban Cluster"	C	9507396	143776	3.671	0.056	31.737686	-84.172487
48799	"Leesburg--Eustis--Tavares, FL Urbanized Area"	U	244684386	25797077	94.473	9.96	28.81459	-81.773859
48826	"Lee's Summit, MO Urbanized Area"	U	107119688	4185442	41.359	1.616	38.898133	-94.375685
48853	"Leesville, LA Urban Cluster"	C	16151492	56067	6.236	0.022	31.13991	-93.268741
48934	"Leitchfield, KY Urban Cluster"	C	13764383	32508	5.314	0.013	37.490082	-86.259803
48961	"Leland, MS Urban Cluster"	C	4889388	106035	1.888	0.041	33.406439	-90.893673
48988	"Le Mars, IA Urban Cluster"	C	10216272	0	3.945	0	42.784584	-96.167207
49042	"Lemoore Station, CA Urban Cluster"	C	5475942	0	2.114	0	36.262424	-119.88913
49069	"Lena, IL Urban Cluster"	C	3373627	0	1.303	0	42.380435	-89.826697
49096	"Leominster--Fitchburg, MA Urbanized Area"	U	168343746	6009041	64.998	2.32	42.569209	-71.850936
49109	"Leonardtown, MD Urban Cluster"	C	15413156	1114978	5.951	0.43	38.288484	-76.64737
49123	"Le Roy, IL Urban Cluster"	C	4046708	25498	1.562	0.01	40.343172	-88.76255
49150	"Le Roy, NY Urban Cluster"	C	4936274	5196	1.906	0.002	42.976148	-77.990293
49177	"Le Sueur, MN Urban Cluster"	C	4793596	0	1.851	0	44.461794	-93.903324
49204	"Levelland, TX Urban Cluster"	C	16594468	5302	6.407	0.002	33.584715	-102.368383
49231	"Lewes, DE Urban Cluster"	C	55623863	994025	21.476	0.384	38.731601	-75.143678
49258	"Lewisburg, TN Urban Cluster"	C	19044827	0	7.353	0	35.450049	-86.795884
49285	"Lewisburg, WV Urban Cluster"	C	17362482	302112	6.704	0.117	37.78858	-80.452317
49312	"Lewiston, ID--WA Urbanized Area"	U	73093993	1763216	28.222	0.681	46.389236	-117.027274
49339	"Lewiston, ME Urbanized Area"	U	91680697	2066668	35.398	0.798	44.081998	-70.183409
49366	"Lewistown, MT Urban Cluster"	C	5705295	0	2.203	0	47.064943	-109.431629
49393	"Lewistown, PA Urban Cluster"	C	37807946	690571	14.598	0.267	40.615495	-77.564271
49447	"Lexington, MO Urban Cluster"	C	6429983	26586	2.483	0.01	39.181157	-93.872665
49474	"Lexington, NE Urban Cluster"	C	9860802	29823	3.807	0.012	40.779099	-99.74358
49528	"Lexington, TN Urban Cluster"	C	15625487	6182	6.033	0.002	35.6653	-88.388489
49555	"Lexington, VA Urban Cluster"	C	15189561	139367	5.865	0.054	37.789759	-79.424391
49582	"Lexington-Fayette, KY Urbanized Area"	U	226787456	2101513	87.563	0.811	38.023468	-84.495346
49594	"Lexington Park--California--Chesapeake Ranch Estates, MD Urbanized Area"	U	129387464	11074838	49.957	4.276	38.308654	-76.466475
49609	"Libby, MT Urban Cluster"	C	7441567	88005	2.873	0.034	48.393944	-115.562187
49636	"Liberal, KS Urban Cluster"	C	23950172	0	9.247	0	37.044679	-100.935296
49663	"Liberty, NY Urban Cluster"	C	5916322	0	2.284	0	41.796663	-74.742618
49690	"Liberty, TX Urban Cluster"	C	9048697	0	3.494	0	30.063237	-94.788143
49717	"Ligonier, IN Urban Cluster"	C	5559106	140743	2.146	0.054	41.460486	-85.594438
49744	"Ligonier, PA Urban Cluster"	C	7273764	0	2.808	0	40.245852	-79.213608
49771	"Lihue, HI Urban Cluster"	C	19212055	69221	7.418	0.027	21.975754	-159.361677
49798	"Lillington, NC Urban Cluster"	C	6398900	0	2.471	0	35.397031	-78.82702
49852	"Lima, OH Urbanized Area"	U	135587482	4239465	52.351	1.637	40.739655	-84.119864
49906	"Lincoln, IL Urban Cluster"	C	24356802	0	9.404	0	40.135406	-89.378652
49933	"Lincoln, NE Urbanized Area"	U	229139346	2948712	88.471	1.139	40.807124	-96.680368
49934	"Lincoln, ND Urban Cluster"	C	3059090	0	1.181	0	46.760491	-100.698539
49960	"Lincoln City, OR Urban Cluster"	C	18465633	2619502	7.13	1.011	44.954511	-124.010086
49987	"Lincolnton, NC Urban Cluster"	C	76441550	338715	29.514	0.131	35.474126	-81.230399
50014	"Lindale--Hideaway, TX Urban Cluster"	C	29206157	1166062	11.277	0.45	32.502655	-95.411132
50041	"Lindsay, CA Urban Cluster"	C	19838175	0	7.66	0	36.208703	-119.093361
50068	"Lindsay, OK Urban Cluster"	C	4768572	10774	1.841	0.004	34.838297	-97.607995
50095	"Lindsborg, KS Urban Cluster"	C	3904273	31174	1.507	0.012	38.575601	-97.674006
50122	"Lindstrom--Chisago City, MN Urban Cluster"	C	12854705	5825569	4.963	2.249	45.372624	-92.868045
50149	"Linton, IN Urban Cluster"	C	12619118	17166	4.872	0.007	39.037197	-87.165565
50176	"Lisbon, OH Urban Cluster"	C	7595218	0	2.933	0	40.768172	-80.702493
50213	"Litchfield, CT Urban Cluster"	C	8312888	62477	3.21	0.024	41.740678	-73.215193
50230	"Litchfield, IL Urban Cluster"	C	17672699	23169	6.823	0.009	39.178856	-89.647586
50257	"Litchfield, MN Urban Cluster"	C	8792277	53061	3.395	0.02	45.128039	-94.522422
50311	"Little Falls, MN Urban Cluster"	C	16302872	664513	6.295	0.257	45.978977	-94.361
50338	"Little Falls, NY Urban Cluster"	C	10063555	372087	3.886	0.144	43.044835	-74.856688
50365	"Littlefield, TX Urban Cluster"	C	6487745	0	2.505	0	33.919353	-102.333468
50392	"Little Rock, AR Urbanized Area"	U	667945661	10736594	257.895	4.145	34.756564	-92.321221
50419	"Littlestown, PA Urban Cluster"	C	9217966	9796	3.559	0.004	39.74574	-77.084814
50446	"Littleton, NH Urban Cluster"	C	6588264	225853	2.544	0.087	44.306312	-71.765159
50473	"Live Oak (Sutter County), CA Urban Cluster"	C	4924253	0	1.901	0	39.274299	-121.66386
50500	"Live Oak, FL Urban Cluster"	C	14506750	3873	5.601	0.001	30.290693	-82.985439
50527	"Livermore, CA Urbanized Area"	U	63376253	9862	24.47	0.004	37.68507	-121.755683
50554	"Livermore Falls, ME Urban Cluster"	C	5509279	4453	2.127	0.002	44.485303	-70.191785
50608	"Livingston, MT Urban Cluster"	C	10503958	54710	4.056	0.021	45.659095	-110.565229
50635	"Livingston, TN Urban Cluster"	C	8654973	55644	3.342	0.021	36.3892	-85.323649
50662	"Livingston, TX Urban Cluster"	C	14131903	28894	5.456	0.011	30.710597	-94.933456
50679	"Livonia, LA Urban Cluster"	C	10000173	0	3.861	0	30.534937	-91.53842
50716	"Llano, TX Urban Cluster"	C	5423458	102460	2.094	0.04	30.749773	-98.678836
50730	"Lochbuie, CO Urban Cluster"	C	3185844	0	1.23	0	40.008302	-104.722944
50743	"Lockhart, TX Urban Cluster"	C	20727604	0	8.003	0	29.872185	-97.677028
50770	"Lock Haven, PA Urban Cluster"	C	27288358	563240	10.536	0.217	41.129716	-77.443169
50797	"Lockport, NY Urban Cluster"	C	49929553	116270	19.278	0.045	43.162301	-78.678358
50813	"Locust, NC Urban Cluster"	C	9916193	0	3.829	0	35.260591	-80.428998
50851	"Lodi, CA Urbanized Area"	U	41255234	452481	15.929	0.175	38.138811	-121.275459
50878	"Lodi, OH Urban Cluster"	C	3819672	20280	1.475	0.008	41.033562	-82.011465
50905	"Lodi, WI Urban Cluster"	C	3696235	778	1.427	0	43.31537	-89.535502
50932	"Logan, OH Urban Cluster"	C	9589996	122115	3.703	0.047	39.53658	-82.403316
50959	"Logan, UT Urbanized Area"	U	113618292	100873	43.868	0.039	41.725005	-111.836455
50986	"Logan, WV Urban Cluster"	C	20845400	963872	8.048	0.372	37.844328	-81.989323
51013	"Logansport, IN Urban Cluster"	C	32187497	632576	12.428	0.244	40.755635	-86.351193
51026	"Lolo, MT Urban Cluster"	C	4283876	154132	1.654	0.06	46.75754	-114.079672
51040	"Lompoc, CA Urbanized Area"	U	27701646	73526	10.696	0.028	34.662566	-120.462052
51121	"London, OH Urban Cluster"	C	14886896	0	5.748	0	39.898433	-83.452672
51131	"London--Corbin, KY Urban Cluster"	C	130762473	890066	50.488	0.344	37.054519	-84.08267
51142	"Long Beach, MD Urban Cluster"	C	15508481	44459	5.988	0.017	38.464565	-76.491882
51175	"Longmont, CO Urbanized Area"	U	68018967	1856977	26.262	0.717	40.169842	-105.099006
51202	"Long Neck, DE Urban Cluster"	C	43890609	3632606	16.946	1.403	38.633812	-75.165416
51229	"Long Prairie, MN Urban Cluster"	C	4058265	0	1.567	0	45.971905	-94.861439
51256	"Longview, TX Urbanized Area"	U	215079180	919319	83.043	0.355	32.517275	-94.779451
51283	"Longview, WA--OR Urbanized Area"	U	85191167	4166027	32.892	1.609	46.144537	-122.946359
51310	"Lonoke, AR Urban Cluster"	C	4536782	0	1.752	0	34.780864	-91.902572
51322	"Lonsdale, MN Urban Cluster"	C	4964439	31659	1.917	0.012	44.48007	-93.426335
51337	"Loogootee, IN Urban Cluster"	C	4704962	10534	1.817	0.004	38.676779	-86.91344
51364	"Lorain--Elyria, OH Urbanized Area"	U	259495873	3059436	100.192	1.181	41.405056	-82.155415
51418	"Los Alamos, NM Urban Cluster"	C	20958208	8574	8.092	0.003	35.892176	-106.289749
51445	"Los Angeles--Long Beach--Anaheim, CA Urbanized Area"	U	4496543377	60835833	1736.125	23.489	33.982668	-118.104332
51472	"Los Banos, CA Urban Cluster"	C	20999087	0	8.108	0	37.063108	-120.842602
51499	"Los Lunas, NM Urbanized Area"	U	179207066	1470539	69.192	0.568	34.766901	-106.710854
51513	"Los Molinos, CA Urban Cluster"	C	8307119	13407	3.207	0.005	40.036074	-122.110012
51580	"Louisa, KY--WV Urban Cluster"	C	9283137	477873	3.584	0.185	38.110053	-82.603837
51607	"Louisburg, KS Urban Cluster"	C	5469344	142277	2.112	0.055	38.617278	-94.676962
51634	"Louisburg, NC Urban Cluster"	C	6242530	20858	2.41	0.008	36.097746	-78.301598
51661	"Louisiana, MO Urban Cluster"	C	4518638	0	1.745	0	39.443045	-91.059805
51688	"Louisville, GA Urban Cluster"	C	6188849	114581	2.39	0.044	33.004542	-82.399173
51742	"Louisville, MS Urban Cluster"	C	10099536	63237	3.899	0.024	33.126772	-89.061107
51755	"Louisville/Jefferson County, KY--IN Urbanized Area"	U	1234784028	30774391	476.753	11.882	38.231308	-85.674586
51769	"Lovington, NM Urban Cluster"	C	18210177	63300	7.031	0.024	32.950726	-103.349534
51796	"Lowell, IN Urban Cluster"	C	13067526	71984	5.045	0.028	41.299639	-87.417441
51823	"Lowell, MI Urban Cluster"	C	12495282	242424	4.824	0.094	42.934168	-85.388325
51850	"Lowville, NY Urban Cluster"	C	4591609	0	1.773	0	43.787392	-75.486193
51877	"Lubbock, TX Urbanized Area"	U	249849452	2052539	96.467	0.792	33.559247	-101.893174
51904	"Lucasville, OH Urban Cluster"	C	5446110	13259	2.103	0.005	38.884861	-82.965121
51920	"Lucedale, MS Urban Cluster"	C	6536445	0	2.524	0	30.908997	-88.598765
51958	"Ludington, MI Urban Cluster"	C	21845580	585205	8.435	0.226	43.962538	-86.430986
51985	"Lufkin, TX Urban Cluster"	C	99525572	655168	38.427	0.253	31.334315	-94.738812
52001	"Lula, GA Urban Cluster"	C	7379704	22702	2.849	0.009	34.389996	-83.672359
52039	"Luling, TX Urban Cluster"	C	7569833	0	2.923	0	29.681389	-97.645811
52066	"Lumberton, NC Urban Cluster"	C	69029727	332916	26.653	0.129	34.638149	-79.017383
52093	"Luray, VA Urban Cluster"	C	10095235	56051	3.898	0.022	38.664776	-78.45099
52147	"Luverne, MN Urban Cluster"	C	5204991	10612	2.01	0.004	43.655807	-96.211957
52174	"Lykens, PA Urban Cluster"	C	5002763	0	1.932	0	40.573655	-76.699208
52201	"Lynchburg, VA Urbanized Area"	U	230002574	1384313	88.804	0.534	37.390809	-79.207053
52228	"Lynden, WA Urban Cluster"	C	24134136	334157	9.318	0.129	48.926016	-122.470877
52255	"Lyndonville, VT Urban Cluster"	C	5668142	50730	2.188	0.02	44.527868	-72.007642
52309	"Lyons, KS Urban Cluster"	C	4512304	0	1.742	0	38.344094	-98.203834
52341	"Lytle, TX Urban Cluster"	C	10894775	131980	4.206	0.051	29.224268	-98.807505
52352	"Mabton, WA Urban Cluster"	C	1863013	0	0.719	0	46.212947	-119.996102
52363	"McAlester, OK Urban Cluster"	C	26826251	80188	10.358	0.031	34.930036	-95.755751
52390	"McAllen, TX Urbanized Area"	U	927416656	2432845	358.078	0.939	26.241434	-98.17489
52417	"Macclenny, FL Urban Cluster"	C	25027129	0	9.663	0	30.26719	-82.137624
52471	"McComb, MS Urban Cluster"	C	33525909	293513	12.944	0.113	31.249583	-90.454095
52498	"McConnelsville, OH Urban Cluster"	C	3612492	336697	1.395	0.13	39.656032	-81.859625
52525	"McCook, NE Urban Cluster"	C	12021739	0	4.642	0	40.205058	-100.618294
52552	"McFarland, CA Urban Cluster"	C	9922670	0	3.831	0	35.675268	-119.222215
52579	"McGehee, AR Urban Cluster"	C	6941464	0	2.68	0	33.621951	-91.39399
52606	"McGregor, TX Urban Cluster"	C	5847649	0	2.258	0	31.437262	-97.406963
52633	"McKenzie, TN Urban Cluster"	C	10165698	0	3.925	0	36.135875	-88.512181
52660	"Mackinaw, IL Urban Cluster"	C	5931379	355120	2.29	0.137	40.548732	-89.336179
52687	"McKinney, TX Urbanized Area"	U	191803560	1790935	74.056	0.691	33.204323	-96.676585
52714	"McLeansboro, IL Urban Cluster"	C	3884218	14325	1.5	0.006	38.093767	-88.538464
52741	"McMinnville, OR Urban Cluster"	C	38105686	0	14.713	0	45.213913	-123.174315
52768	"McMinnville, TN Urban Cluster"	C	34397700	0	13.281	0	35.684072	-85.784483
52795	"Macomb, IL Urban Cluster"	C	22612286	18498	8.731	0.007	40.460677	-90.676698
52822	"Macon, GA Urbanized Area"	U	253860166	2395165	98.016	0.925	32.833366	-83.670808
52849	"Macon, MS Urban Cluster"	C	5499962	0	2.124	0	33.114096	-88.556125
52876	"Macon, MO Urban Cluster"	C	7767196	1152	2.999	0	39.743122	-92.470522
52903	"McPherson, KS Urban Cluster"	C	17981560	112121	6.943	0.043	38.370945	-97.662215
52930	"McRae, GA Urban Cluster"	C	13600266	116151	5.251	0.045	32.062814	-82.894329
52984	"Madera, CA Urbanized Area"	U	57996923	0	22.393	0	36.971732	-120.063828
53011	"Madill, OK Urban Cluster"	C	6097311	174	2.354	0	34.092221	-96.779728
53038	"Madison, FL Urban Cluster"	C	5181935	87915	2.001	0.034	30.465795	-83.413508
53065	"Madison, GA Urban Cluster"	C	10877723	93952	4.2	0.036	33.591532	-83.470712
53092	"Madison, IN--KY Urban Cluster"	C	35701563	863610	13.784	0.333	38.774141	-85.375692
53146	"Madison, SD Urban Cluster"	C	7345940	0	2.836	0	44.00595	-97.116445
53173	"Madison, WV Urban Cluster"	C	10594205	306100	4.09	0.118	38.062007	-81.82687
53200	"Madison, WI Urbanized Area"	U	391112677	17787058	151.009	6.868	43.123585	-89.360564
53227	"Madisonville, KY Urban Cluster"	C	48967286	535443	18.906	0.207	37.322816	-87.49367
53254	"Madisonville, TN Urban Cluster"	C	16446564	0	6.35	0	35.516877	-84.360386
53281	"Madisonville, TX Urban Cluster"	C	10269375	125168	3.965	0.048	30.954018	-95.909285
53308	"Madras, OR Urban Cluster"	C	13793512	0	5.326	0	44.621499	-121.13653
53335	"Magee, MS Urban Cluster"	C	7494053	0	2.893	0	31.875442	-89.730273
53362	"Magnolia, AR Urban Cluster"	C	19491420	20235	7.526	0.008	33.274019	-93.23365
53372	"Magnolia, TX Urban Cluster"	C	9818222	37416	3.791	0.014	30.214692	-95.747543
53416	"Mahomet, IL Urban Cluster"	C	17733232	296204	6.847	0.114	40.198851	-88.387545
53443	"Maiden, NC Urban Cluster"	C	10852999	32440	4.19	0.013	35.575257	-81.209236
53470	"Malakoff, TX Urban Cluster"	C	8150495	25077	3.147	0.01	32.173315	-96.021051
53497	"Malden, MO Urban Cluster"	C	8087351	0	3.123	0	36.567501	-89.975764
53524	"Malone, NY Urban Cluster"	C	14699902	124628	5.676	0.048	44.865941	-74.304641
53551	"Malvern, AR Urban Cluster"	C	24615862	14127	9.504	0.005	34.360565	-92.811575
53578	"Malvern, OH Urban Cluster"	C	7124499	1973128	2.751	0.762	40.672904	-81.188295
53605	"Mammoth Lakes, CA Urban Cluster"	C	8605120	2480	3.322	0.001	37.642582	-118.978781
53632	"Mamou, LA Urban Cluster"	C	5715316	0	2.207	0	30.625738	-92.415375
53659	"Manchester, GA Urban Cluster"	C	10263975	36356	3.963	0.014	32.853763	-84.622843
53686	"Manchester, IA Urban Cluster"	C	6846460	0	2.643	0	42.492553	-91.455026
53713	"Manchester, KY Urban Cluster"	C	11361775	100311	4.387	0.039	37.155758	-83.770071
53726	"Manchester, MD Urban Cluster"	C	7606367	12419	2.937	0.005	39.66167	-76.88785
53740	"Manchester, NH Urbanized Area"	U	223234081	4163335	86.191	1.607	42.991043	-71.479666
53767	"Manchester, TN Urban Cluster"	C	27523401	14083	10.627	0.005	35.480117	-86.072463
53794	"Mandeville--Covington, LA Urbanized Area"	U	169914287	1982621	65.604	0.765	30.433677	-90.107066
53821	"Mangum, OK Urban Cluster"	C	3687881	0	1.424	0	34.877401	-99.504709
53848	"Manhattan, KS Urbanized Area"	U	53469028	373381	20.645	0.144	39.193688	-96.591497
53875	"Manila, AR Urban Cluster"	C	4414745	0	1.705	0	35.882371	-90.170374
53902	"Manistee, MI Urban Cluster"	C	19596974	1440566	7.566	0.556	44.242833	-86.311777
53929	"Manistique, MI Urban Cluster"	C	8972506	381263	3.464	0.147	45.965465	-86.256495
53956	"Manitowoc, WI Urban Cluster"	C	64467152	1862309	24.891	0.719	44.116625	-87.653914
53983	"Mankato, MN Urbanized Area"	U	68267829	700445	26.358	0.27	44.166448	-93.991141
54010	"Mannford, OK Urban Cluster"	C	7492060	822526	2.893	0.318	36.128101	-96.349788
54037	"Manning, SC Urban Cluster"	C	10476348	26703	4.045	0.01	33.693581	-80.221119
54050	"Manor, TX Urban Cluster"	C	9542546	0	3.684	0	30.357145	-97.528603
54064	"Mansfield, LA Urban Cluster"	C	10428665	22624	4.027	0.009	32.032577	-93.703045
54091	"Mansfield, OH Urbanized Area"	U	130301144	273944	50.31	0.106	40.755177	-82.53038
54118	"Mansfield, PA Urban Cluster"	C	5320623	0	2.054	0	41.809807	-77.078316
54145	"Manteca, CA Urbanized Area"	U	56342285	1104551	21.754	0.426	37.78645	-121.204568
54199	"Manteo, NC Urban Cluster"	C	11800691	9205670	4.556	3.554	35.925022	-75.76314
54226	"Manti, UT Urban Cluster"	C	4208552	0	1.625	0	39.264249	-111.638263
54253	"Many, LA Urban Cluster"	C	6105445	0	2.357	0	31.566697	-93.474118
54280	"Maquoketa, IA Urban Cluster"	C	7301374	0	2.819	0	42.065751	-90.667774
54295	"Marana West, AZ Urban Cluster"	C	7696004	0	2.971	0	32.435238	-111.216379
54307	"Marathon, FL Urban Cluster"	C	21277635	944645	8.215	0.365	24.732344	-81.025113
54334	"Marble Falls, TX Urban Cluster"	C	9420501	68649	3.637	0.027	30.577752	-98.279724
54388	"Marengo, IL Urban Cluster"	C	9189173	0	3.548	0	42.249052	-88.607132
54415	"Marianna, AR Urban Cluster"	C	5531000	0	2.136	0	34.7723	-90.764966
54442	"Marianna, FL Urban Cluster"	C	13951038	19055	5.387	0.007	30.774659	-85.240476
54469	"Maricao, PR Urban Cluster"	C	3384314	220	1.307	0	18.184534	-66.991607
54477	"Maricopa, AZ Urban Cluster"	C	35432658	119502	13.681	0.046	33.060506	-112.025833
54486	"Marietta, OH--WV Urban Cluster"	C	46579423	2911206	17.984	1.124	39.407916	-81.446324
54496	"Marinette--Menominee, WI--MI Urban Cluster"	C	24491537	1241310	9.456	0.479	45.101353	-87.616729
54577	"Marion, IN Urban Cluster"	C	58648984	225792	22.645	0.087	40.543832	-85.661608
54604	"Marion, KY Urban Cluster"	C	4321172	17832	1.668	0.007	37.332396	-88.07899
54631	"Marion, NC Urban Cluster"	C	40795831	182887	15.751	0.071	35.690561	-82.014075
54658	"Marion, OH Urban Cluster"	C	71883264	141562	27.754	0.055	40.580054	-83.114254
54685	"Marion, SC Urban Cluster"	C	11605978	0	4.481	0	34.173533	-79.397477
54712	"Marion, VA Urban Cluster"	C	15404120	55472	5.948	0.021	36.842091	-81.501961
54739	"Marion Oaks, FL Urban Cluster"	C	37119917	16200	14.332	0.006	29.00559	-82.195846
54778	"Marks, MS Urban Cluster"	C	6336027	0	2.446	0	34.208001	-90.284304
54793	"Marksville, LA Urban Cluster"	C	16321969	0	6.302	0	31.108815	-92.059442
54820	"Marlin, TX Urban Cluster"	C	9883950	156854	3.816	0.061	31.31102	-96.89123
54847	"Marlow, OK Urban Cluster"	C	4740613	0	1.83	0	34.646904	-97.95946
54874	"Marquette, MI Urban Cluster"	C	40601384	1303253	15.676	0.503	46.536879	-87.398747
54901	"Marseilles, IL Urban Cluster"	C	5244812	122522	2.025	0.047	41.331405	-88.705025
54928	"Marshall, IL Urban Cluster"	C	6284306	0	2.426	0	39.393291	-87.693309
54955	"Marshall, MI Urban Cluster"	C	11822929	74885	4.565	0.029	42.27511	-84.966411
54982	"Marshall, MN Urban Cluster"	C	17759708	0	6.857	0	44.447097	-95.787581
55009	"Marshall, MO Urban Cluster"	C	16073128	121174	6.206	0.047	39.113887	-93.196407
55036	"Marshall, TX Urban Cluster"	C	47080417	54941	18.178	0.021	32.535275	-94.352266
55063	"Marshall, WI Urban Cluster"	C	3640009	187143	1.405	0.072	43.171193	-89.064662
55090	"Marshalltown, IA Urban Cluster"	C	29654278	21405	11.45	0.008	42.039135	-92.917172
55117	"Marshfield, MO Urban Cluster"	C	11051868	6830	4.267	0.003	37.340118	-92.908008
55144	"Marshfield, WI Urban Cluster"	C	30866464	70991	11.918	0.027	44.659609	-90.167618
55171	"Martin, TN Urban Cluster"	C	23104694	44697	8.921	0.017	36.339789	-88.852831
55198	"Martinsburg, PA Urban Cluster"	C	5030726	0	1.942	0	40.302819	-78.322908
55225	"Martinsville, IN Urban Cluster"	C	16655269	251152	6.431	0.097	39.425422	-86.419464
55252	"Martinsville, VA Urban Cluster"	C	110047524	620558	42.49	0.24	36.695383	-79.898099
55279	"Marysville, KS Urban Cluster"	C	3906174	1738	1.508	0.001	39.845391	-96.642565
55306	"Marysville, OH Urban Cluster"	C	26781607	352713	10.34	0.136	40.236063	-83.370036
55333	"Marysville, WA Urbanized Area"	U	211892371	8464487	81.812	3.268	48.052867	-122.145689
55360	"Maryville, MO Urban Cluster"	C	14005390	81971	5.408	0.032	40.345401	-94.871188
55375	"Mascoutah, IL Urban Cluster"	C	7559013	11488	2.919	0.004	38.498043	-89.80248
55414	"Mason City, IA Urban Cluster"	C	41117187	770651	15.875	0.298	43.149646	-93.195228
55441	"Masontown, PA Urban Cluster"	C	6968906	0	2.691	0	39.854675	-79.896919
55468	"Massena, NY Urban Cluster"	C	15873675	623591	6.129	0.241	44.933362	-74.890058
55495	"Mathis, TX Urban Cluster"	C	10353729	25897	3.998	0.01	28.104041	-97.84231
55522	"Mattawa, WA Urban Cluster"	C	1617948	0	0.625	0	46.735585	-119.902426
